role,title,company,location,stipend,duration,skills_required,description,ppo,source
artificial-intelligence,Operations,Kanji Sweets,Jaipur,"₹ 5,500 - 6,500 /month",3 Months,"MS-Office, English Proficiency (Written), Canva, Artificial intelligence","1. Maintain smooth and efficient operational workflows.
2. Prepare reports and presentations summarizing findings and recommendations.
3. Contribute innovative ideas and suggestions for operational improvements.
4. Communicate with vendors for outcomes and new opportunities
5. Identify new industry trends",No PPO Mentioned,Internshala
artificial-intelligence,Startup Growth,YouDontWorry Wellness Private Limited,Mumbai,"₹ 4,000 - 10,000 /month","₹ 4,000 - 10,000 /month","Social Media Marketing, Lead Generation, LinkedIn Marketing, Business Development, Canva, Artificial intelligence, Research and Analytics","1. Researching target companies, HR leaders, founders, and decision-makers to support business development activities.
2. Building and maintaining lead databases, conducting LinkedIn outreach, and assisting with follow-ups and meeting coordination.
3. Creating and repurposing content for LinkedIn and other social media platforms to support marketing and brand-building initiatives.
4. Conducting market and competitor research to identify growth opportunities and industry trends.
5. Assisting in the planning and promotion of webinars, workshops, and workplace wellbeing programs.
6. Maintaining CRM records, tracking outreach activities, and preparing reports on business development and marketing efforts.
7. Supporting the founders in day-to-day growth initiatives, strategic projects, and startup operations.",No PPO Mentioned,Internshala
artificial-intelligence,Email Copywriter And GTM Expert,Jaipur SEO Company,Jaipur,"₹ 5,000 - 20,000 /month",6 Months,"Email Marketing, Copywriting, Lead Generation, LinkedIn Marketing, English Proficiency (Spoken), English Proficiency (Written), Artificial intelligence","Selected intern's day-to-day responsibilites include:

A. Cold email campaign management:
1. Setting up and managing cold email campaigns using tools like Instantly, Smartlead, or similar.
2. Monitoring deliverability, open rates, reply rates, and overall campaign performance.
3. A/B testing subject lines, email copies, and sending strategies.
4. Ensuring proper inbox warm-up and domain health.

B. LinkedIn outreach:
1. Executing personalised LinkedIn connection and messaging campaigns.
2. Managing daily outreach activities (connection requests, follow-ups, replies).
3. Optimizing messaging based on response rates and engagement.

C. Data and list building:
1. Researching and building targeted prospect lists based on ICP (industry, job role, geography, etc.).
2. Using tools like Apollo, LinkedIn Sales Navigator, Google, etc.
3. Verifying email addresses using tools like NeverBounce, ZeroBounce, etc.
4. Maintaining clean, organised, and up-to-date databases.

D. Copywriting:
1. Writing clear, concise, and personalised cold email copies.
2. Creating LinkedIn message sequences (connection message, follow-ups, etc.).
3. Continuously improving messaging based on campaign performance.

E. Reporting and analytics:
1. Tracking key metrics like open rates, reply rates, and conversion rates.
2. Preparing weekly and monthly performance reports.
3. Identifying insights and suggesting improvements.

F. Other tasks:
1. Assisting in campaign strategy and planning.
2. Coordinating with the team for targeting and messaging.
3. Staying updated with the latest outreach trends and best practices.",No PPO Mentioned,Internshala
artificial-intelligence,Education and Field Research,CherYsh Trust,Bangalore,"₹ 3,000 - 3,500 /month",3 Months,Artificial intelligence,"1. Conduct school visits across rural Bengaluru.
2. Interview teachers, headmasters, students, and community stakeholders.
3. Support STEM, English, foundational AI, and digital learning sessions.
4. Assist with curriculum development, lesson planning, and educational content.
5. Contribute to data collection, analysis, and program monitoring activities.
6. Support teacher engagement and capacity-building initiatives.",No PPO Mentioned,Internshala
artificial-intelligence,Founders Office,Frudo,Mumbai,"₹ 3,000 - 5,000 /month",3 Months,"Content Writing, Adobe Photoshop, Video Editing, E-commerce, Search Engine Optimization (SEO), Video Making, Image Editing","As a 'Founder's Office Intern' at Frudo, you will have the unique opportunity to work closely with our innovative team and gain hands-on experience in various aspects of the business. If you have a passion for image and video editing, marketing, e-commerce, and more, this is the perfect role for you.



1. Assist in creating engaging visual content for our social media platforms using Adobe Photoshop and video editing tools.
2. Support the marketing team in developing and implementing video marketing strategies to drive growth and engagement.
3. Contribute to the creation of video content for product launches, promotions, and advertising campaigns.
4. Work on optimizing our Shopify website for improved user experience and increased conversions.
5. Conduct market research and analytics to identify trends, opportunities, and areas for improvement.
6. Collaborate with the content writing team to develop SEO-friendly copy for the website and social media.
7. Utilize artificial intelligence tools to analyze customer behavior and preferences for targeted marketing efforts.

If you are a creative and driven individual looking to gain valuable skills in a fast-paced startup environment, apply now for this exciting internship opportunity at Frudo!",No PPO Mentioned,Internshala
artificial-intelligence,Full Stack & Cloud Engineering,Gray Mobility,Bangalore,"₹ 15,000 - 20,000 /month",6 Months,"Java, JavaScript, Python, Web development, Flutter, Golang, Backend development","1. Develop and maintain full-stack web applications for internal and customer-facing platforms.
2. Design, develop, and deploy backend APIs and microservices.
3. Build and manage cloud-native applications and infrastructure on Amazon Web Services (AWS).
4. Develop secure REST APIs and integrate them with web and mobile applications.
5. Design and optimize databases for scalability and performance.
6. Support authentication, authorization, user management, and security implementation.
7. Build dashboards, analytics tools, and internal engineering applications.
8. Integrate vehicle telemetry, IoT, and cloud services where applicable.
9. Participate in code reviews, debugging, testing, and performance optimization.
10. Collaborate with product, electronics, embedded, and vehicle engineering teams to deliver end-to-end software solutions.",No PPO Mentioned,Internshala
artificial-intelligence,Video Editing/Making,NirogStreet,Work from home,"₹ 3,000 - 10,000 /month",3 Months,"Video Editing, Adobe Premiere Pro, Videography, Creative Thinking, Canva, Artificial intelligence, Capcut","1. Edit videos with captions, effects, and transitions.
2. Deliver 8–12 high-quality, engaging videos within the assigned timelines, aligned with campaign objectives.",Job offer upto ₹ 5LPA post internship,Internshala
artificial-intelligence,Social Media Content Creation,Safalta Setu,Work from home,Unpaid,4 Months,"Social Media Marketing, English Proficiency (Written), Canva, Artificial intelligence, Research and Analytics, Effective Communication, Generative AI Tools","1. Convert approved scripts into publish-ready content.
2. Generate AI assets, including images, videos, and voice-overs.
3. Edit videos and design carousels.
4. Ensure brand consistency and maintain high content quality.
5. Export and upload finalized content to designated Drive folders.",No PPO Mentioned,Internshala
artificial-intelligence,Business Development,Neura Dynamics,Work from home,"₹ 10,000 - 12,000 /month",3 Months,"Cold Calling, Problem Solving, Client Relationship Management (CRM), Lead Generation, LinkedIn Marketing, Business Development, Artificial intelligence","Identify and research potential clients and target companies
-Generate qualified leads through LinkedIn, email campaigns, cold calling, and outbound outreach.
-Assist in scheduling product demos and discovery calls
-Support the sales team in managing the sales pipeline and CRM updates
-Understand the company’s SaaS product offerings and effectively communicate value propositions to prospects
-Follow up with leads and maintain regular communication with potential customers
-Assist in preparing proposals, presentations, and sales materials
-Conduct market and competitor research to identify new opportunities",Job offer upto ₹ 6LPA post internship,Internshala
artificial-intelligence,Marketing,Kapil Chhabra,Work from home,"₹ 3,600 - 5,100 /month",4 Months,"Social Media Marketing, MS-Office, WordPress, MS-PowerPoint, Creative Writing, Video Making, Copywriting","1. Assist in the planning, design, and continuous improvement of digital presence, experiences, systems, content, and online platforms, and actively contribute to digital marketing initiatives that enhance audience engagement and meaningful value delivery.
2. Craft visually appealing and engaging content for presentations, blogs, posts, keynotes, carousels, infographics, web pages, promotions, and other digital assets using MS Office, Canva, and similar tools.
3. Perform video editing (trimming, subtitling, and pacing) to convert long-form webinars or podcasts into concise, high-engagement Reels and YouTube Shorts.
4. Assist in enhancing WordPress-based websites through page design, content publishing, plugin configuration, integrations, and digital workflow automations.
5. Collaborate in designing and implementing marketing and outreach initiatives to expand brand awareness, audience reach, and engagement.
6. Conduct research to identify trends and insights that inform digital experiences, content creation, and audience engagement.
7. Proactively use AI and digital tools to enhance productivity, clarity, creativity, and workflow efficiency.",No PPO Mentioned,Internshala
artificial-intelligence,Product Management,PropYaar,Work from home,"₹ 3,500 - 5,000 /month",3 Months,"Python, Product Management, Production Engineering, English Proficiency (Spoken), Artificial intelligence, Product Strategy","1.Conduct market, competitor, and customer research to identify product opportunities.
2.Assist Product Managers in defining product requirements and writing Product Requirement Documents (PRDs).
3.Gather business requirements from stakeholders and convert them into user stories.
Perform user research and analyze customer feedback to improve product usability.
4.Create wireframes and low-fidelity prototypes using Figma.
Coordinate with engineering, design, and QA teams throughout the product development lifecycle.",No PPO Mentioned,Internshala
artificial-intelligence,Digital Marketing Using AI,Atul Gupta,Delhi,"₹ 10,000 - 12,500 /month",6 Months,"Social Media Marketing, Email Marketing, LinkedIn Marketing, English Proficiency (Spoken), English Proficiency (Written), Artificial intelligence","1. LinkedIn Authority Building: Lead the end-to-end management of our LinkedIn presence, focusing on thought leadership, professional networking, and strategic outreach to position the brand as an industry authority.
2. Targeted Email Marketing: Conceptualize and execute high-converting email sequences-from newsletters to nurture campaigns-ensuring every touchpoint is data-driven, personalized, and designed to drive engagement.
3. Cross-Platform Content Orchestration: Design and deploy a cohesive content strategy across various social media channels, ensuring consistent brand storytelling that resonates with our audience and drives measurable community growth.",No PPO Mentioned,Internshala
artificial-intelligence,Business Documentation,Formium Alliance,Work from home,"₹ 3,000 /month",6 Months,"MS-Office, Attention to Detail, Google Docs, Report Writing, English Proficiency (Written), Canva, Artificial intelligence","1. Convert founders’ ideas into structured company documents, SOPs, workflows, and policies.
2. Create job descriptions (JDs), KPIs, role definitions, onboarding documents, and training manuals for new positions.
3. Design professional documents and presentations using Canva while following Formium’s brand guidelines.
4. Build and maintain the company’s internal knowledge base and documentation library.
5. Research industry best practices and incorporate them into company documentation wherever applicable.
6. Create process documents, checklists, templates, and standard operating procedures for different departments.
7. Draft blogs, internal articles, and educational content based on topics provided by the founders.
8. Continuously improve and organize documentation so every business process is easy to understand and scalable.",No PPO Mentioned,Internshala
artificial-intelligence,Business Development & Client Relations,Takeoff Entertainment LLP,Work from home,"₹ 6,000 - 11,000 /month",2 Months,"Event Management, Networking, Creative Thinking, Client Interaction, Marketing Strategy, Client Relationship, Artificial intelligence","About Takeoff Media:

Takeoff Media is an AI-powered video production company creating premium cinematic films for weddings, families, businesses, and brands.

We are building India's largest storytelling network and are looking for passionate college students to represent Takeoff Media across the country.

About the Role:

As a Story Partner Intern, you will introduce Takeoff Media's AI-powered storytelling services to potential clients in your city, college, family network, and community.

You will generate qualified leads, connect interested clients with our team, and serve as the client's local relationship partner throughout the project, ensuring they feel comfortable, informed, and supported.

The Takeoff Media team will handle pricing, creative discussions, production, editing, and final delivery.



1. Generate qualified leads through your personal and professional network.
2. Introduce Takeoff Media's services to potential clients.
3. Connect with wedding planners, photographers, event organizers, families, entrepreneurs, and businesses.
4. Schedule introductory calls or meetings with our team.
5. Act as the client's local relationship partner throughout the project.
6. Coordinate communication, collect basic requirements, gather feedback, and ensure timely follow-ups.
7. Build long-term relationships that can lead to repeat business and referrals.

Join the Takeoff Media Story Partner Program
Be Part of India's Largest Storytelling Network!",No PPO Mentioned,Internshala
artificial-intelligence,Business Development (Sales),Career Launcher,Delhi,"₹ 10,000 - 15,000 /month","₹ 10,000 - 15,000 /month","MS-PowerPoint, MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Artificial intelligence","• Lead Generation (Corporate & University): Identify and build outreach pipelines for target universities
(EDCIL's 143-institution mandate) and corporates for mySATHI, Career Compass and TalEvate; research
VC/Registrar/Placement-Head/HR contacts and draft first-touch outreach.
• Client Onboarding: Support onboarding of signed university and corporate partners — account setup, data
collection, scheduling onboarding/demo calls, and SOP adherence (per mySATHI/TalEvate onboarding
playbooks).
• Platform Build & Testing: Assist in testing and QA of TalEvate, mySATHI 4C and Career Compass; log
bugs/UX feedback (customer-journey style) and coordinate fixes with the product team.
• Pilot Execution: Coordinate logistics for diagnostic (D&D), placement and OPM pilots — student/faculty
onboarding, test-window scheduling, score-report tracking and follow-ups.
• CRM & Reporting: Maintain and update the prospective-client tracker, task tracker and MIS dashboards;
prepare weekly status notes for review.
• Content & Event Support: Support creation of decks, MoMs, proposals, one-pagers and outreach emails for
university/corporate conversations and conclaves/events.",No PPO Mentioned,Internshala
artificial-intelligence,Sales and Marketing,Conscious Humanity Network Foundation,"Delhi, Gurgaon, Noida","₹ 3,000 - 20,000 /month","₹ 3,000 - 20,000 /month","Content Writing, Video Editing, Creative Writing, Problem Solving, Video Making, Report Writing, Teamwork","As a Sales and Marketing intern at Conscious Humanity Network Foundation, you will have the opportunity to gain hands-on experience in sales, marketing, sales management, sales support, email marketing, and more. Your role will play a crucial part in helping us grow our impact and reach our goals.



1. Assist in developing and implementing sales strategies to drive revenue growth.
2. Provide support to the sales team in managing client relationships and sales processes.
3. Help create and execute email marketing campaigns to generate leads and promote our services.
4. Collaborate with team members to optimize sales processes and improve efficiency.
5. Utilize Google Docs to track and analyze sales data, performance metrics, and customer feedback.
6. Communicate with clients and stakeholders in a professional and effective manner, both written and verbally.
7. Contribute innovative ideas and solutions to help us achieve our mission of creating positive change in the world through conscious business practices.

If you are a motivated and enthusiastic individual with a passion for sales and a desire to make a difference, we want to hear from you! Join us in our mission to create a better future for all.",No PPO Mentioned,Internshala
artificial-intelligence,Journalism,Conscious Humanity Network Foundation,"Delhi, Gurgaon, Noida","₹ 3,000 - 20,000 /month","₹ 3,000 - 20,000 /month","Content Writing, Video Editing, Creative Writing, Problem Solving, Video Making, Report Writing, Teamwork","Are you a talented wordsmith with a passion for storytelling and a drive to make a positive impact on the world? Look no further! Join us at Conscious Humanity Network Foundation as a journalism intern and unleash your creative potential.



1. Produce compelling and thought-provoking articles on various topics, including NGOs, CSR, Foundations, conscious living, social justice, and environmental sustainability.
2. Conduct in-depth research and interviews to gather information for news stories and reports.
3. Assist in the production of engaging video content for our online platforms, including anchoring and script writing.
4. Collaborate with our team to brainstorm and develop innovative ideas for new content and campaigns.
5. Edit and proofread written content to ensure accuracy, clarity, and adherence to our editorial standards.
6. Attend and cover events, interviews, and press conferences to gather news and insights for our audience.
7. Contribute to the development of our overall content strategy and help us grow our audience and impact.

If you're a motivated self-starter with excellent writing skills and a commitment to social change, we want to hear from you! Join us in our mission to spark conversations, inspire action, and create a more conscious world. Apply now and be a part of something truly meaningful.",No PPO Mentioned,Internshala
artificial-intelligence,Game Designer,SMARRTIF AI,Delhi,"₹ 10,000 /month",6 Months,"Adobe Photoshop, Autodesk Maya, MS-Excel, Google Docs, Blender 3D, Unreal Engine, Design Thinking","SPAAK KAI LLP, established on 2nd July 2025, is a subsidiary of the SPAAK Group, marking its strategic entry into the gaming and interactive entertainment industry. The studio focuses on immersive experiences, advanced technology integration, and creative innovation. Hiring for SPAAK KAI LLP  is managed by SMARRTIF AI, an EdTech consulting company specializing in AI-driven education and career development, providing personalized learning pathways for transitioning into technical roles such as artificial intelligence and machine learning.

About Hiring Company (SMARRTIF AI):

SMARRTIF AI is an EdTech consulting company that provides AI-driven education, digital services, and personalized learning experiences to help individuals from non-technical backgrounds transition into AI/ML, Data Analytics, and Business Analytics roles.

 

A. Game Design and Documentation 

1. Design and document gameplay systems, mechanics, loops, and progression structures. 
2. Develop engaging levels, missions, and challenges that align with the narrative and core mechanics. 
3. Create and maintain comprehensive Game Design Documents (GDDs), flowcharts, and wireframes. 

B. Collaboration and Implementation 

1. Work closely with developers, artists, and producers to bring designs into implementation. 
2. Ensure designs are well-optimized, balanced, and consistent with the project’s vision. 
3. Participate in cross-functional brainstorming sessions for new ideas and feature concepts. 

C. Analysis and Iteration 

1. Analyze playtest data and user feedback to enhance the player experience. 
2. Adjust gameplay balance, pacing, and difficulty based on testing insights. 
3. Ensure gameplay aligns with narrative tone, player psychology, and engagement objectives.",No PPO Mentioned,Internshala
artificial-intelligence,Creative Design,Roi Luxe International,Delhi,"₹ 3,000 - 7,500 /month","₹ 3,000 - 7,500 /month","Adobe Photoshop, CorelDRAW, Adobe Illustrator, Adobe Premiere Pro, Adobe Creative Suite, Adobe InDesign, Adobe After Effects","1. Create visual creatives for digital platforms
2. Perform video editing for marketing and social media content
3. Generate new and engaging content ideas",No PPO Mentioned,Internshala
artificial-intelligence,Digital Marketing,NutaNXT Technologies,Pune,"₹ 10,000 - 15,000 /month","₹ 10,000 - 15,000 /month","Social Media Marketing, Leadership, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Creative Writing, LinkedIn Marketing, Artificial intelligence","1) Support creation of executive LinkedIn content, including thought leadership posts, storytelling narratives, and leadership communication assets.
2) Work with tools such as Adobe Photoshop, Adobe Illustrator, Adobe InDesign, and/or similar design tools to support marketing and branding activities.
3) Create visually engaging digital assets including social media creatives, presentations, infographics, and campaign visuals.
4) Work with senior leaders to translate ideas into engaging digital content that strengthens personal and company brand positioning.
5) Support LinkedIn marketing initiatives, including campaign execution, analytics tracking, performance reporting, and engagement optimization.
6) Currently enrolled in a Master’s degree in marketing, Communications, Journalism, Technology, or related discipline.",No PPO Mentioned,Internshala
artificial-intelligence,Content Creation & AI Creative,Sarah & Sandeep,Mumbai,"₹ 9,000 - 10,000 /month",4 Months,"Social Media Marketing, Content Writing, Videography, Photography, Artificial intelligence","1. Conduct high-quality in-store product and lifestyle photo/video shoots.
2. Capture engaging reels, product videos, and behind-the-scenes content for social media platforms.
3. Edit videos and images for social media, websites, and marketing campaigns using tools like Canva, InShot, VN Reel Editor, or similar platforms.
4. Create short-form content optimized for Instagram and other digital platforms.
5. Use AI tools and creative AI platforms to improve editing workflows, generate content ideas, enhance visuals, and streamline content production.
6. Collaborate with marketing and creative teams to plan and execute content calendars and campaigns.
7. Ensure consistency in brand style, visual identity, and overall content quality.
8. Experiment with new content formats, trends, and creative approaches to improve audience engagement.
9. Maintain organised content files and manage project assets effectively.
10. Work independently on assigned projects while meeting deadlines and quality standards.",No PPO Mentioned,Internshala
artificial-intelligence,Graphic Design,Zeos India Private Limited,Hyderabad,"₹ 15,000 /month",3 Months,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe After Effects, Artificial intelligence, Capcut","As a Graphic Design intern at Zeos, you will have the opportunity to showcase your creativity and skills in Adobe Photoshop, Adobe Illustrator, video editing using Adobe Premiere Pro and After Effects, Capcut, and artificial intelligence. You will be part of a new launch of a new exciting brand in India, and can be a part of the learning process. Your key responsibilities will include:

1. Collaborating with the marketing team to create visually appealing graphics for social media, website, and promotional materials.
2. Designing and editing videos to enhance our brand presence and engage our audience.  Work on video editing projects using Adobe After Effects and Capcut to create engaging visual content.
3. Using artificial intelligence tools to optimize and automate design processes and/or use AI prompts to generate images.
4. Assisting in the development of marketing campaigns and strategies through innovative visual concepts.
5. Contributing to the overall design direction of the company and ensuring brand consistency across all platforms.
6. Researching and implementing new design trends and techniques to stay ahead in the industry.
7. Taking on ad hoc design projects and tasks as assigned by the creative team.
8. Help maintain and update the company's brand guidelines to ensure consistency across all platforms.

If you are a passionate and talented graphic designer looking to gain hands-on experience in a dynamic and fast-paced environment, we want to hear from you! Join us at Zeos and be a part of our creative team.

A full time job may be offered at the end of the internship.",No PPO Mentioned,Internshala
artificial-intelligence,Creative Content & Video/Graphics Designer,Vaultboard Consulting Private Limited,Work from home,"₹ 10,000 /month",2 Months,"Video Making, Content Marketing, Artificial intelligence, Graphic Design, Video Marketing","1. Create reels and short-form videos for platforms such as Instagram, Facebook, and YouTube.
2. Design social media creatives, banners, and promotional graphics.
3. Edit videos by adding captions, animations, and motion graphics.
4. Create promotional videos targeted toward schools and parents.
5. Produce product demos and app walkthrough videos.
6. Design marketing materials, presentations, and other visual content.",No PPO Mentioned,Internshala
artificial-intelligence,Graphic Design,Storytech,Hyderabad,"₹ 15,000 - 20,000 /month",6 Months,"Social Media Marketing, Adobe Photoshop, CorelDRAW, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite","1. Conceptualize and design digital creatives for websites, social media, and ads (Meta, Google, Amazon, etc.)
2. Design visual assets for campaigns, festive promotions, and influencer collaborations
3. Create packaging layouts, product labels, and print collaterals aligned with brand guidelines
4. Develop visuals for email campaigns, newsletters, and product launch materials
5. Collaborate with marketing and content teams to ensure brand consistency across platforms
6. Keep a close eye on D2C trends, visual storytelling styles, and competitor design languages
7. Adapt creatives for multiple formats- static, motion, and video (if basic motion skills available)",Job offer upto ₹ 5LPA post internship,Internshala
artificial-intelligence,SEO And Martech Specialist,Illuminati Fragrances,Work from home,"₹ 3,000 /month",3 Months,"Search Engine Marketing (SEM), Search Engine Optimization (SEO), Client Relationship Management (CRM), Automation, Artificial intelligence, Google Cloud Platforms (GCP), APIs","1. Do extensive research about SEO, Web Crawling and Mar tech related technologies to find industry trends.
2. Optimize our digital footprint, drive organic growth, and streamline our marketing technology ecosystem. Bridge the gap between traditional search optimization and social media infrastructure. 
3. Manage how platform crawlers like LinkedIn bot and Metabot interact with our social channels, utilize Meta & Google Developers APIs for automation, and master technical SEO framework elements—such as tracking Googlebot, managing crawl budgets, and diagnosing indexation errors via Google Search Console—to ensure our brand dominates digital spaces.",No PPO Mentioned,Internshala
artificial-intelligence,Content and Social Media Marketing,Abhimanyu  Singhal,Faridabad,"₹ 7,000 - 25,000 /month",2 Months,"Canva, Artificial intelligence","As a Content and Social Media Marketing intern at Abhimanyu Singhal company, you will have the opportunity to showcase your creative skills and knowledge of Canva and Artificial Intelligence. Your responsibilities will include:

1. Creating engaging content for social media platforms to increase brand visibility and engagement.
2. Developing and implementing social media campaigns to drive traffic and generate leads.
3. Utilizing Canva to design visually appealing graphics for social media posts and marketing materials.
4. Analyzing social media metrics to track the success of campaigns and make data-driven decisions.
5. Collaborating with the marketing team to brainstorm new ideas and strategies for content creation.
6. Staying up-to-date on social media trends and best practices to ensure the company remains competitive.
7. Assisting with other marketing tasks as needed to support the overall goals of the company. 

If you are a creative and tech-savvy individual looking to gain hands-on experience in the world of content and social media marketing, this internship is the perfect opportunity for you to grow and learn in a fast-paced environment. Join us and make a real impact on our brand's online presence!",No PPO Mentioned,Internshala
artificial-intelligence,Digital Marketing,Mappy Resources,Mumbai,"₹ 5,000 - 10,000 /month",3 Months,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Creative Writing, Content Marketing, ORM","Job Title: Digital Marketing Intern
Company: Mappy Global Resources
Location: Malad (West), Mumbai
 
Position Overview:
We are seeking a forward-thinking Digital Presence & LinkedIn Marketing Intern to elevate our B2B brand voice. If you understand professional networking, thought leadership, and how to leverage modern AI tools to accelerate content creation, this role is for you. You will gain hands-on experience in corporate communications and executive branding.
 


1. AI-Assisted Content Strategy: Utilize AI prompting techniques (ChatGPT, Claude) to brainstorm hooks, outline articles, and optimize LinkedIn copy while maintaining our authentic brand voice.
2. Content & Copywriting: Write professional LinkedIn posts and newsletters. Create polished accompanying visuals (carousels, graphics) using Canva.
3. Page Management: Own the LinkedIn content calendar, scheduling posts and maintaining a consistent brand presence.
4. Engagement & Analytics: Monitor notifications, interact with industry partners, and track weekly metrics to optimize performance.

Qualifications:
1. Strong understanding of LinkedIn’s professional ecosystem, algorithms, and features.
2. Familiarity with AI writing tools and effective prompt engineering for content generation.
3. Exceptional written communication skills with a sophisticated corporate tone.
4. Basic graphic design skills (Canva) and high attention to detail.

What we offer:
1. Direct mentorship from experienced marketers.
2. Paid stipend / College credit options.",No PPO Mentioned,Internshala
artificial-intelligence,Brand and Graphic Design,DRINK BETTER PRIVATE LIMITED,Surat,"₹ 7,500 - 13,500 /month","₹ 7,500 - 13,500 /month","Adobe Photoshop, Adobe Illustrator, WordPress, Adobe Creative Suite, Adobe InDesign, Wireframing, Animation","Selected intern’s day-to-day responsibilities include:

1. Create Instagram posts, stories, carousels, campaign creatives, and other social media graphics.
2. Design brand collaterals such as posters, banners, standees, flyers, menu cards, pitch decks, presentations, and event creatives.
3. Work on visual branding requirements including logo usage, logo formats, color variations, partner logo lockups, and brand templates.
4. Assist in refining and maintaining OpenPop’s visual identity across different platforms.
5. Create graphics for product launches, sampling campaigns, influencer collaborations, café partnerships, and offline activations.
6. Design print-ready creatives for offline marketing and promotional use.
7. Collaborate with the content, social media, and video teams to support campaigns visually.
8. Help create consistent design templates for social media, ads, presentations, and internal brand use.
9. Research design trends, beverage brands, packaging aesthetics, and modern D2C brand visuals.
10. Take ownership of different design requirements and deliver high-quality creatives within timelines.",Job offer upto ₹ 7LPA post internship,Internshala
artificial-intelligence,E-Commerce Catalog Management,Society Stores,Mumbai,"₹ 10,000 - 15,000 /month",3 Months,"Video Editing, MS-Excel, Image Editing, Artificial intelligence","Are you passionate about e-commerce and ready to take on new challenges? Look no further! Society Stores is seeking a dynamic E-Commerce Catalog Management intern to join our team. As an intern, you will have the opportunity to work with cutting-edge technology and gain valuable experience in the e-commerce industry. 



1. Generate, update, and maintain product listings on our e-commerce platform using MS Excel.
2. Utilize artificial intelligence tools to enhance product descriptions and optimize search results.
3. Edit images to ensure high quality and consistency across all product listings.
4. Assist in the creation of engaging product videos through video editing software.
5. Collaborate with cross-functional teams to ensure accuracy and efficiency in catalog management.
6. Analyze data to identify trends and opportunities for product improvements.
7. Stay up-to-date on e-commerce trends and best practices to continuously improve catalog management strategies. 
8. Finally, upload all the content onto our website and publish the SKUs live.

If you are detail-oriented, tech-savvy, and eager to learn, this internship opportunity is perfect for you. Join us at Society Stores and take the first step towards a successful career in e-commerce! Apply now!",No PPO Mentioned,Internshala
artificial-intelligence,Search Engine Optimization (SEO),ATGN Corporation Private Limited,Work from home,"₹ 5,000 - 7,000 /month",6 Months,"Content Writing, WordPress, Search Engine Optimization (SEO), Artificial intelligence, AI Image Generation","1. Optimize pages with on-page SEO (titles, meta, headings, internal links)
2. Write and edit SEO-friendly content for our websites
3. Use AI tools and prompts to draft content faster, then polish it
4. Track rankings and improve pages that aren't performing
5. Upload and format content yourself in WordPress",No PPO Mentioned,Internshala
artificial-intelligence,Operations,Mundra Consumer Product,Mumbai,"₹ 5,000 /month","₹ 5,000 /month","Social Media Marketing, MS-Office, Event Management, MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Artificial intelligence","1. Assist founders in day-to-day business operations
2. Coordinate with vendors, partners, and internal teams
3. Help manage operational workflows and execution tasks
4. Support in planning and handling brand events, pop-ups, exhibitions, and activations
5. Assist in inventory coordination and operational tracking
6. Help in research, documentation, reporting, and follow-ups
7. Coordinate across marketing, operations, and founder-level activities
8. Handle basic communication and task management
9. Work on special projects and startup growth initiatives",No PPO Mentioned,Internshala
artificial-intelligence,Sales & Business Development – AI Courses And Programs,Decoding Data Science,Work from home,"₹ 15,000 - 40,000 /month",2 Months,"Social Media Marketing, Business Development, Artificial intelligence, Sales","1. Identify and reach out to potential learners, professionals, founders, students, and working professionals who may benefit from our AI courses, bootcamps, and programs.
2. Support lead generation through LinkedIn, WhatsApp communities, email outreach, social media, and other online channels.
3. Explain Decoding Data Science programs to interested candidates and guide them toward the right course, bootcamp, or community offering.
4. Follow up with leads, answer basic queries, and maintain a simple tracker of interested prospects, conversations, and conversions.
5. Support promotion of AI workshops, bootcamps, webinars, challenges, and community events.
6. Help in building partnerships with colleges, communities, student groups, professional networks, and startup communities.
7. Share feedback from prospects with the internal team to improve messaging, offers, and program positioning.
8. Use AI tools such as ChatGPT, Canva, Notion, Google Sheets, and LinkedIn to improve outreach and productivity.",Job offer starting ₹ 6LPA post internship,Internshala
artificial-intelligence,Integration Engineer,ClearTax,Bangalore,"₹ 30,000 /month",6 Months,"SQL, MS-Excel, Artificial intelligence, APIs","As an integration engineer Intern at ClearTax, you will have the opportunity to work with cutting-edge technology and gain hands-on experience in the field of software integration. We are looking for a talented individual who is proficient in APIs, SQL, and MS Excel to join our dynamic team.



1. Collaborate with the development team to integrate external APIs into our software platform.
2. Design and implement data mapping and transformation processes using SQL.
3. Assist in troubleshooting and resolving integration issues to ensure smooth operation.
4. Develop and maintain documentation for integration processes and configurations.
5. Work closely with cross-functional teams to gather and analyze data requirements.
6. Participate in testing and quality assurance processes to ensure seamless integration.
7. Stay current on industry trends and best practices related to software integration.

If you are passionate about technology and eager to learn, this internship opportunity at ClearTax is perfect for you. Join us in revolutionizing the way businesses manage their financial data through seamless integration solutions. Apply now and be a part of our innovation-driven team!",No PPO Mentioned,Internshala
