role,title,company,location,stipend,duration,skills_required,description,ppo,source
data-science,quant analyst,institute of digital risk,Work from home,"₹ 20,000 - 25,000 /month",3 Months,"data analytics, statistics, linear algebra, quantitative research, probability","1. build and maintain quantitative models for pricing, forecasting, signal generation, and risk analysis.
2. analyze large financial and market datasets to identify patterns, inefficiencies, and opportunities.
3. design, backtest, and evaluate trading strategies across multiple asset classes.
4. monitor model performance and recommend improvements based on results and market changes.
5. work with trading and technology teams to implement research into production workflows.",Job offer upto ₹ 10LPA post internship,Internshala
data-science,artificial intelligence (ai),gharpayy,Work from home,"₹ 3,000 - 4,000 /month",2 Months,"python, data structures, machine learning, data science, neural networks, natural language processing (nlp), deep learning","we are looking for a bright and innovative ai intern to join our team at gharpayy! as an ai intern, you will have the opportunity to work with cutting-edge technology and make a real impact on our company. if you are passionate about artificial intelligence, data science, and natural language processing, then this is the perfect opportunity for you! 



1. develop and implement ai models to improve our products and services.
2. analyze and interpret data to provide valuable insights for decision-making.
3. collaborate with cross-functional teams to optimize ai solutions.
4. research and stay updated on the latest trends in ai technology.
5. assist in the development of nlp algorithms for better customer interactions.
6. support in the testing and validation of ai models for accuracy and efficiency.
7. present findings and recommendations to senior management for strategic planning. 

join us at gharpayy and be a part of our exciting journey towards innovation and growth!",No PPO Mentioned,Internshala
data-science,ai/ml developer,bharatx genai private limited,Delhi,"₹ 10,000 - 30,000 /month",6 Months,"cloud computing, python, sql, machine learning, problem solving, natural language processing (nlp), pytorch","this is a 6‑month work-from-office internship. the selected intern(s) will work directly with the founding team on applied ai projects involving document intelligence, nlp pipelines, and rag‑based llm systems. expect hands‑on development, experimentation, and end‑to‑end model implementation.",No PPO Mentioned,Internshala
data-science,technical summer intern,"national e-governance division (negd), meity",Delhi,"₹ 20,000 /month",6 Months,"java, javascript, cloud computing, ui & ux design, technical analysis, database management system (dbms), cursor (genai)","1. assisting in conducting web application and server scans using tools like nessus, nmap, or burp suite, and prepare vapt risk reports.
2. writing initial plans, test cases, and test scripts for manual, automated, and ai bot testing using tools like selenium or postman.
3. tracking bugs, report issues, and perform regression, performance, and security testing to ensure software quality before deployment.
4. developing ai-based modules for governance platforms, including nlp for chatbots or document summarization.
5. developing chatbots (conversational rag, agentic rag, etc.) using genai models and handle data for knowledge base creations.
6. performing feature engineering, model tuning, and validation for specific use cases while evaluating open-source ai tools or apis.",No PPO Mentioned,Internshala
data-science,phd research intern,uber,Hyderabad,"₹ 1,20,000 - 1,60,000 /month",3 Months,"python, machine learning, problem solving, research and analytics","1. driving core research in specialized areas, including llm post-training (rlhf, grpo, instruction tuning) and data efficiency framework design.

2. formulating and constructing domain-specific evaluation benchmarks to test llm capabilities across security, reasoning, and safety thresholds.

3. designing and running rigorous technical machine learning experiments to validate research hypotheses and iteratively optimizing model concepts.

4. collaborating hand-in-hand with research scientists and cross-functional engineering teams to rapidly prototype and evaluating novel ai approaches.

5. authoring and producing publication-ready scientific papers targeting elite, top-tier ai/ml conferences.

6. advancing ongoing research tracks like agentic quality evaluation, few-shot grounding, and human-in-the-loop optimization to minimize manual data annotation check barriers.",No PPO Mentioned,Internshala
data-science,research scientist,adobe,"Noida, Bangalore",Not provided,3 Months,"machine learning, problem solving, artificial intelligence, research and analytics, graphic design","1. pursuing a specialized research problem under the guidance of an adobe research mentor to apply to adobe’s real-world products.
2. aiming for academic publication in leading journals and conferences based on your research findings.
3. developing cutting-edge new algorithms, designing and executing rigorous experiments, and producing working demonstration prototypes.
4. documenting and presenting research work comprehensively, both verbally and through written scientific reports.
5. applying and inventing innovative machine learning algorithms capable of processing and solving real-world problems with web-scale data.
6. collaborating with internal product teams to integrate research into high-profile adobe features and software offerings.",No PPO Mentioned,Internshala
data-science,product,cashkaro,Gurgaon,Competitive stipend,6 Months,"data analytics, marketing, data analysis","1. have to develop firebase remote config, a/b testing via whatsapp, push notifications, in-app messaging.
2. have to diagnose drop-offs in referral journeys, cashback lifecycle, activation & retention funnels; user segmentation and behavioral profiling.
3. develop prototype internal tools using claude, lovable, or antigravity; build automation workflows and ai-assisted utilities.
4. contribute to prds, define success metrics, coordinate with design and engineering, own features end-to-end.
5. automate repetitive workflows, build dashboards for experiment tracking, improve internal processes with ai.",No PPO Mentioned,Internshala
data-science,ventur build,ey,Bangalore,Competitive stipend,Not Provided,"sql, attention to detail, database management system (dbms), effective communication, alteryx","1. understand business problems and design creative, engaging, and easy-to-consume visual insights.
2. work on small and mid-size projects while ensuring smooth service delivery across assigned engagements and geographies.
3. develop and maintain positive, productive, and professional relationships with clients and stakeholders.
4. collaborate effectively with engagement team members and demonstrate strong teamwork.
5. utilize current technologies and tools to improve service effectiveness and delivery quality.
6. build and maintain strong professional relationships with ey global offices to support gds opportunities.
7. support report and dashboard design and development activities.
8. perform basic data analysis and modelling using tools like alteryx.
9. apply sql and database concepts to support analytics and reporting requirements.
10. continuously learn business methodologies, data models, and user personas to improve solutions.
11. interact effectively with senior stakeholders and communicate insights clearly.
12. explore and adapt to disruptive technologies and innovative solutions.",No PPO Mentioned,Internshala
data-science,"student researcher, 2026",google,Bangalore,Competitive stipend,3 Months,"data science, c++ programming, software development life cycle (sdlc)","1. participate in research projects focused on developing solutions for real-world, large-scale problems.",No PPO Mentioned,Internshala
data-engineer,reactjs / python developer,shrimayanand research and innovation( pvt. ltd ),Gwalior,"₹ 6,000 - 10,000 /month",2 Months,"javascript, python, node.js, react, rest api","as a reactjs / python developer intern at shrimayanand research and innovation( pvt. ltd ), you will have the opportunity to work on cutting-edge projects and gain hands-on experience in developing innovative solutions. you will collaborate with our experienced team to create scalable and robust applications using react, rest api, node.js, javascript, and python.



1. develop responsive and user-friendly web applications using reactjs.
2. design and implement restful apis for seamless communication between front-end and back-end systems.
3. utilize node.js/python for server-side development and efficient data handling.
4. write clean and efficient code in python for various functionalities and data processing tasks.
5. collaborate with team members to troubleshoot issues, debug code, and optimize performance.
6. stay updated on industry trends and best practices to continuously improve development processes.
7. assist in testing and deploying applications to ensure they meet quality standards and user requirements. 

join us and be part of a dynamic team working on exciting projects that push the boundaries of technology and innovation.",No PPO Mentioned,Internshala
data-engineer,full stack development,vaultboard consulting private limited,Work from home,"₹ 7,000 /month",2 Months,"php, mysql, html, javascript","wonderkids.club is an early-stage b2b2c and b2c ed-tech start-up.
 role is to create games and learning activities for students to learn and practicr maths.

selected intern's day-to-day responsibilities will include working with php, javascript, jquery, bootstrap, and mysql to design, develop, enhance, and debug games or integrate them with other modules.

pre placement offers to final year graduates, and direct offer to shortlisted candidates on successful completion of internship.

who can apply:

1. please apply if you are interested in working for a start-up, doing what it takes to get the job done, and have past experience working in the wamp/lamp/xamp stack",Job offer upto ₹ 3.6LPA post internship,Internshala
data-engineer,front end development,tjl dynamics,Work from home,"₹ 3,000 - 5,000 /month",6 Months,"react, tailwind css","we are hiring a frontend developer intern with a strong interest in building modern, responsive, and high performance digital interfaces. the candidate must have a basic understanding of react, tailwind css,  we are looking for someone eager to learn, detail oriented, and committed to writing clean, maintainable frontend code.



1. ui implementation & design fidelity: translate high-fidelity figma designs and wireframes into clean, responsive, and production-ready code, ensuring pixel-perfect alignment across web and mobile interfaces.
2. modern component development: build scalable, modular layouts using react and tailwind css, focusing on reusable components that maintain high standards of code quality and maintainability.
3. api integration & data handling: manage the interface-to-backend pipeline by integrating rest apis and efficiently handling complex json data to ensure dynamic, real-time updates within the application.
4. performance & cross-platform optimization: conduct rigorous testing to ensure cross-browser compatibility and optimize frontend performance, ensuring a smooth, fast, and accessible user experience across all devices.
5. collaborative iteration: partner closely with designers and backend engineers to iterate rapidly on feedback, refining ui behavior and user interactions to align with project goals and technical constraints.",No PPO Mentioned,Internshala
data-engineer,full stack development,experted nexus,Work from home,"₹ 11,000 - 13,001 lump sum",2 Months,"javascript, node.js, postgresql, react, tailwind css, redis, gemini","1. ai and data pipeline architecture: design and optimize the sophisticated data pipelines that continuously feed e-commerce data into our intelligent retrieval-augmented generation (rag) agents.
2. real-time systems engineering: architect seamless, low-latency chat interfaces by bridging our dynamic react.js frontend with our robust node.js backend utilizing socket.io.
3. asynchronous task management: implement and scale resilient background job processing pipelines using bullmq and redis, ensuring complex, long-running ai queries execute flawlessly without timing out the server.",No PPO Mentioned,Internshala
data-engineer,full stack development,medows ai,Work from home,"₹ 10,000 - 15,000 /month",1 Month,"node.js, postgresql, react, next.js","1. ship user-facing features for the medows clinical workspace used by doctors during ward rounds
2. work with technologies like next.js, typescript, tailwind, and supabase
3. own end-to-end delivery from idea/sketch to production deployment
4. collaborate directly with the founder and, when needed, design-partner doctors for feedback
5. read, understand, and improve the existing codebase by proposing and shipping changes
6. identify bugs and friction points and proactively improve product usability
7. contribute to product thinking by suggesting better feature implementations
8. write technical documentation explaining what was built and why for internal and portfolio use",No PPO Mentioned,Internshala
data-engineer,web development,good dopamine technologies private limited,Work from home,"₹ 3,000 - 15,000 /month",6 Months,"python, react, typescript, ai video generation","1. build an agentic video editor
2. automate video formats and workflows
3. integrate with company tools and systems
4. document progress and project updates",Job offer upto ₹ 7LPA post internship,Internshala
data-engineer,website development sales,alteringfuture,Work from home,"₹ 11,000 - 17,000 /month",5 Months,"cold calling, email marketing, client relationship management (crm), lead generation, english proficiency (spoken), english proficiency (written), sales","1. identify and research businesses (startups, restaurants, clinics, local enterprises) that need websites or web apps
2. reach out to prospects via email, linkedin, instagram dms, and cold calls
3. pitch aftr labs' website and web development services
4. follow up on leads and maintain an organized lead tracker
5. coordinate with the founding team on proposals and quotations
6. work towards monthly sales targets and close deals",No PPO Mentioned,Internshala
data-engineer,python development,xpertstim it services pvt. ltd.,Work from home,"₹ 1,000 - 10,000 /month",1 Month,python,"xpertstim it services pvt. ltd.
we are looking for motivated python developer interns to work on real-world projects involving backend development, apis, webhooks, automation, and databases.
requirements:
basic python knowledge
logical thinking and problem-solving skills
willingness to learn new technologies
responsibilities:
develop python applications
work with apis and webhooks
database operations
complete assigned projects and tasks
internship details:
remote internship
duration: 1–3 months
flexible working hours
internship certificate provided
top performers may receive future opportunities
freshers and students are welcome to apply.",No PPO Mentioned,Internshala
data-engineer,web development,zerqube labs,Work from home,"₹ 15,000 - 30,000 /month",1 Month,"javascript, node.js, react","1. work on our clients projects along with senior developers
2. complete daily tasks
3. get certificate for internship",Job offer upto ₹ 3.6LPA post internship,Internshala
data-engineer,devops,bestriptech solutions private limited,"Mangalore, Manipal, Udupi, Kundapura","₹ 5,000 - 10,000 /month",6 Months,"mysql, html, css, javascript, angularjs, microsoft visual studio, json","1. assisting in configuring the company's web application to meet specific client requirements. this may involve:
a. querying databases to retrieve and manipulate data.
b. modifying web application settings based on client needs.
c. creating or updating documentation for client-specific configurations.
2. participate in the deployment process for client applications on the cloud platform. this could include tasks like:
a. packaging the application for deployment and maintaining versioning.
b. executing deployment scripts or procedures.
c. monitoring deployments and troubleshooting any initial issues.
3. participating actively in the entire sdlc process:
a. handling client interactions and requirement analysis
b. contributing to the development team, especially in performance tuning and bug fixes
4. contributing towards the overall success of the company through stretch goals. this could include tasks like:
a. attending team meetings to stay updated on project progress and client requirements.
b. contributing in other areas of the business like finance, business development, etc.",No PPO Mentioned,Internshala
data-engineer,full stack development,sarkari  station,Work from home,"₹ 1,000 /month",2 Months,"html, css, javascript, mongodb, node.js, react, next.js","1. working on frontend development using react.js/next.js
2. fixing bugs, improving website performance, and optimizing user experience.
3. assisting in seo optimization and website scalability improvements.
4. collaborating with the team to design, develop, test, and deploy new features.
5. working on real-world projects and contributing to live production updates.",No PPO Mentioned,Internshala
data-engineer,data entry,awttn inc.,Work from home,"₹ 5,000 - 8,000 /month",2 Months,"python, ms-powerpoint, ms-excel, alteryx","are you a detail-oriented and tech-savvy individual looking to kickstart your career in data entry? look no further than awttn inc.! as a data entry intern, you will have the opportunity to work with tools such as ms excel, python, alteryx, and ai.



1. copy/paste content from urls and bi tools into excel to prepare an inventory of reports.
2. research online (chatgpt, claude, google, etc) based on the task assigned.
3. write python code occasionally. guidance will be provided, but basic knowledge of python is a must (beginner level).
4. create powerpoint slides.",No PPO Mentioned,Internshala
data-engineer,"forward deployed ai engineer, software engineering",dharatal ai systems pvt ltd,Jaipur,"₹ 15,000 - 20,000 /month","₹ 15,000 - 20,000 /month","python, mongodb, node.js, vibe coding, cursor (genai)","1. design, build, and deploy full-stack ai-powered applications and production-ready mvps using react, node.js, python, and modern web technologies.
2. develop and integrate advanced ai agents, multi-agent orchestration frameworks, customized rag systems, complex prompt engineering workflows, and secure third-party apis.
3. leverage cutting-edge ai-assisted development tools like cursor, claude code, and chatgpt to accelerate clean, maintainable software delivery and technical documentation.
4. participate actively in client discussions to translate complex business requirements into functional backend services, scalable data pipelines, and optimized database solutions.
5. debug, test, and deploy applications directly to cloud platforms while monitoring production systems and rapidly researching new ai frameworks to apply to active projects.",No PPO Mentioned,Internshala
data-engineer,web development,codershive,Jaipur,"₹ 3,000 - 5,000 /month",6 Months,"mysql, html, css, javascript","develop and maintain company website pages.
assist in designing responsive web pages using html, css, and javascript.
fix website bugs and troubleshoot technical issues.
test website functionality across different devices and browsers.
update website content, images, and product information.
collaborate with the team to implement new website features.
optimize website performance and loading speed.
maintain proper documentation of development work.",No PPO Mentioned,Internshala
data-engineer,web development  (wordpress & ai specialist),nikharv consultancy,Work from home,"₹ 7,000 - 22,000 /month",1 Month,"wordpress, ui & ux design, generative ai tools","are you a tech-savvy individual with a passion for web development, wordpress, and ai? nikharv consultancy is seeking a dynamic web development intern to join our team! 



1. create and maintain engaging, user-friendly wordpress websites for our clients.
2. collaborate with our design team to implement ui/ux best practices for optimal user experience.
3. utilize generative ai tools to enhance website functionality and aesthetics.
4. assist in the development of innovative ai solutions to automate and streamline processes.
5. conduct thorough testing and debugging to ensure website functionality and performance.
6. stay up-to-date on the latest web development trends and technologies.
7. effectively communicate project updates and progress to the team.

if you are a motivated self-starter with a strong understanding of wordpress, ui/ux design, and generative ai tools, we want to hear from you! this internship offers valuable hands-on experience and the opportunity to work on exciting projects. apply now and take your web development skills to the next level!",No PPO Mentioned,Internshala
data-engineer,full stack development,w3ai,Work from home,"₹ 5,000 - 7,000 /month",1 Month,"mysql, html, javascript, python, node.js, github, react","because this is a hybrid role, the intern will spend about half their time building and maintaining standard web applications, and the other half setting up modern ai pipelines to automate business processes.



a. daily & weekly workflows:
1. participate in daily virtual stand-ups via slack, microsoft teams, or zoom to share daily goals, blockers, and updates.
2. track, update, and manage assigned coding tasks and automation sprints using project management tools like jira, trello, or clickup.
3. submit and review code changes independently via github pull requests (prs), ensuring everything aligns with team standards before merging.

b. frontend implementation:
1. convert design mockups (from figma or adobe xd) into clean, modern, and interactive user interfaces using react.js, vue.js, or html5/tailwind css.
2. connect the user interface to backend services, handling data flow smoothly using tools like axios or fetch api.

c. backend & database management:
1. write and maintain robust server-side logic and design restful apis using frameworks like node.js (express), python (fastapi/django), or java.
2. write optimized queries to store, retrieve, and update application data across relational databases (postgresql/mysql) or nosql databases (mongodb).

d. workflow & api automation:
1. build, test, and maintain automated business pipelines using visual automation platforms like make.com (formerly integromat), zapier, or n8n.
2. connect third-party saas tools to automate workflows, such as pulling assets from google drive, passing them to ai apis, and pushing outputs to youtube studio, gmail, or a crm.

e. genai implementation & prompt engineering:
1. integrate foundational ai models such as openai gpt-4, anthropic claude, or google gemini into internal web tools using python or node.js.
2. systematize, test, and refine complex prompt instructions to ensure reliable and high-quality outputs, including text, structured json data, or creative assets.
3. set up automated text-to-image or text-to-video pipelines using apis such as stable diffusion, midjourney, or dall-e to generate brand-specific digital content and social media assets.

typical tech stack the intern will use:
1. frontend: html5, css3, javascript (es6+), react.js/next.js, tailwind css.
2. backend & db: node.js, python, express, mongodb, postgresql.
3. ai integration: openai api, anthropic api, langchain (optional).
4. automation: make.com, zapier, n8n, webhooks.
5. devops & versioning: git, github, postman (api testing), vercel, aws.",No PPO Mentioned,Internshala
data-engineer,backend engineering,anantnetra technologies,Work from home,"₹ 4,000 - 5,000 /month",6 Months,"java, mysql, python, git, node.js, postgresql, json","we are looking for a backend engineering intern to help build scalable backend systems, secure apis, and ai-powered cybersecurity solutions. you will work closely with developers, ai engineers, and cybersecurity professionals to create robust applications that support threat analysis, reporting, security alerts, and ai-driven workflows.



1. design and develop scalable backend apis and services.
2. build secure rest apis for frontend applications and ai integrations.
3. design database schemas and optimize database queries.
4. implement authentication, authorization, and role-based access control.
5. integrate ai/llm services into backend workflows.
6. develop and maintain services for user management, threat analysis, reporting, and security alerts.
7. work with security log and event data pipelines.
8. write clean, maintainable, and well-tested code.
9. debug production issues and improve application performance.
10. collaborate with cybersecurity and ai teams to implement security requirements.",No PPO Mentioned,Internshala
data-engineer,full stack development,sss corporation private limited,Work from home,"₹ 3,000 - 8,000 /month",3 Months,"php, mysql, html, javascript, mongodb, node.js, express.js","1. assist in designing, developing, and maintaining software applications.
2. write clean, efficient, and maintainable code.
3. debug and troubleshoot software issues.
4. collaborate with team members on development projects.
5. participate in code reviews and testing activities.
6. learn and implement industry-standard development practices.
7. support the development and enhancement of web and software solutions.
8. document technical processes and project updates.",No PPO Mentioned,Internshala
data-engineer,front end development,retax infotech private limited,Work from home,"₹ 3,000 - 3,001 /month",6 Months,"html, javascript, react, rest api, tailwind css, next.js","as a front-end development intern at retax infotech private limited, you will have the exciting opportunity to hone your skills in html, javascript, tailwind css, rest api, react, and next.js while working on real-world projects with our experienced team. your role will be pivotal in bringing our innovative digital solutions to life and ensuring a seamless user experience across our platforms.



1. collaborate with the design and development teams to implement visually appealing and functional user interfaces.
2. write clean, efficient, and maintainable code that adheres to best practices and coding standards.
3. assist in the integration of rest apis to fetch and display dynamic data on the front end.
4. work closely with backend developers to ensure smooth communication between the front and back end systems.
5. test and debug front-end applications to ensure optimal performance and user experience across different devices and browsers.
6. stay updated on emerging technologies and trends in front-end development to continuously improve our products.
7. contribute ideas and insights to enhance the overall design and functionality of our digital solutions.",No PPO Mentioned,Internshala
data-engineer,full stack development,scalyx,Work from home,"₹ 5,000 - 8,000 /month",1 Month,"mongodb, postgresql, web development, express.js, typescript, next.js","1. assist in developing and maintaining web applications using modern technologies under the guidance of senior developers.
2. collaborate with the team to debug issues, implement new features, and write clean, well-documented code.
3. participate in code reviews, team discussions, and learn industry best practices in software development and version control.",No PPO Mentioned,Internshala
data-engineer,web development,federation of ramya educational institutions,Work from home,Unpaid,1 Month,"node.js, react, vs code","1. update and maintain the ngo website regularly.
2. fix bugs, broken links, and technical issues.
3. improve website speed, responsiveness, and user experience.
4. ensure the website works properly on mobile, tablet, and desktop devices.",No PPO Mentioned,Internshala
data-engineer,product management,precizoncare technology private limited,Work from home,"₹ 10,000 - 20,000 /month",3 Months,product management,"as a product management intern at precizoncare technology private limited, you will have the opportunity to work with a dynamic team to drive the success of our cutting-edge healthcare technology solutions. your knowledge of product management will be invaluable as you assist in developing and implementing product strategies to meet our customers' needs. 

key responsibilities:
1. conduct market research and analysis to identify trends and opportunities in the healthcare industry
2. collaborate with cross-functional teams to define product requirements and features
3. assist in creating product roadmaps and timelines to ensure timely delivery
4. work closely with the engineering team to prioritize and manage product development tasks
5. support product launches and coordinate marketing efforts to promote product awareness
6. gather feedback from customers and stakeholders to continuously improve product performance
7. contribute to product documentation and training materials to ensure successful product adoption

if you are a proactive and innovative individual with a passion for product management, we invite you to join us in revolutionizing the healthcare technology sector. gain hands-on experience and make a real impact with precizoncare technology private limited!",Job offer upto ₹ 6LPA post internship,Internshala
data-engineer,software development engineering (web),trendyworks technologies private limited,Work from home,"₹ 15,000 - 30,000 /month",2 Months,"java, php, css, javascript, python","as a software development engineering (web) intern at trendyworks technologies private limited, you will have the opportunity to work with cutting-edge technologies and gain hands-on experience in a fast-paced environment. you will be part of a dynamic team that values innovation and creativity, while providing mentorship and guidance to help you grow and develop your skills.



1. collaborate with team members to design, develop, and test web applications using java, php, css, javascript, and python.
2. assist in the implementation of new features and functionalities to enhance the user experience.
3. troubleshoot and debug issues to ensure the smooth functioning of web applications.
4. participate in code reviews and provide constructive feedback to improve code quality.
5. stay updated on industry trends and best practices to contribute to the continuous improvement of our products.
6. work closely with cross-functional teams to deliver projects on time and within budget.
7. take ownership of assigned tasks and demonstrate a strong work ethic to meet project deadlines.",No PPO Mentioned,Internshala
data-engineer,flutter development,printila services private limited,Work from home,"₹ 2,500 - 3,500 /month",3 Months,"flutter, rest api, dart, ios, android, firebase, cloud firestore","1. develop cross-platform mobile applications using flutter and dart.
2. build responsive, user-friendly, and visually appealing mobile interfaces.
3. integrate rest apis and third-party services into applications.
4. debug, test, and fix application issues.
5. optimize app performance to ensure a smooth user experience.
6. collaborate with designers and senior developers throughout the development lifecycle.
7. participate in code reviews and implement feedback to improve code quality.
8. write clean, reusable, maintainable, and well-documented code.
9. assist in publishing applications to the google play store and apple app store, if required.
10. stay updated with the latest flutter framework, dart language, and mobile development trends.",No PPO Mentioned,Internshala
data-engineer,software testing,best code technology,Work from home,"₹ 5,000 /month",3 Months,"software testing, manual testing, test automation, usability testing","1. test websites and web applications to identify bugs and usability issues
2. report defects clearly using appropriate bug tracking tools
3. perform basic functional and exploratory testing on features
4. collaborate with developers to ensure issues are understood and resolved
5. maintain detailed documentation of test cases and results
6. analyze product behavior and provide feedback to improve quality
7. ensure attention to detail while validating features and updates",No PPO Mentioned,Internshala
data-engineer,website admin,altslash studio,Work from home,"₹ 1,500 - 2,000 /month",3 Months,"wordpress, web design","as a website admin intern at altslash studio, you will have the opportunity to work with a dynamic team of creatives in a fast-paced environment. your expertise in wordpress and web design will be essential in maintaining and updating our company website to ensure a seamless user experience. 



1. assist in managing and updating content on the website to keep it fresh and engaging.
2. implement design changes and updates as needed to improve the user interface and experience.
3. troubleshoot any technical issues that may arise with the website to ensure functionality.
4. take initiative to suggest and implement improvements to enhance the overall website performance.

if you are a proactive and motivated individual looking to gain hands-on experience in website administration and design, this internship is perfect for you. join us at altslash studio and make a lasting impact on our online presence!",No PPO Mentioned,Internshala
data-engineer,web development,linguisthubs,Work from home,"₹ 2,000 - 3,100 /month",3 Months,"java, mysql, html, css, javascript, wordpress, css3","are you a talented and ambitious web development intern with skills in css, html, javascript, mysql, angular, java, spring boot, css3, mongodb, bootstrap and wordpress. linguisthubs is looking for someone like you to join our dynamic team and contribute to the growth of our innovative language learning platform.

key responsibilities:
1. develop and maintain interactive and user-friendly web applications using the latest technologies.
2. collaborate with the design and product teams to implement new features and enhance user experience.
3. optimize web applications for maximum speed and scalability.
4. debug and troubleshoot issues to ensure seamless performance across different platforms.
5. create and maintain databases to store and retrieve user data efficiently.
6. stay up-to-date with emerging technologies and trends in web development.
7. assist in website maintenance and updates including content management and site optimization.

if you are passionate about web development and eager to gain hands-on experience in a fast-paced environment apply now to be part of our exciting journey at linguisthubs!",No PPO Mentioned,Internshala
data-engineer,mobile app testing,luxere,Work from home,"₹ 1,001 - 37,000 /month",1 Month,"mobile application development, flutter, ios, firebase","1. understand the core functionalities of the app and contribute their time and knowledge to making the app scalable.
2. testing the app in the ui and figuring out errors and making it reliable.",Job offer upto ₹ 5LPA post internship,Internshala
data-engineer,flutter development,rashivashi,Work from home,"₹ 6,000 - 12,000 /month",3 Months,"flutter, dart, android, firebase","1. build engaging flutter animations and interactive ui experiences using rive, lottie, and native flutter animation frameworks.
2. apply gamification principles and motion design fundamentals to create delightful, immersive user experiences.
3. collaborate with designers to transform visual concepts into high-quality, production-ready mobile interactions.
4. use git and github for version control, code reviews, branching, and collaborative development workflows.
5. optimize animations, assets, and rendering performance to deliver smooth experiences while maintaining a small app footprint.",No PPO Mentioned,Internshala
data-engineer,flutter development,siksha360,Work from home,"₹ 5,000 /month",6 Months,"mobile application development, flutter, dart","1. develop mobile applications for siksha360
2. implement and execute design requirements
3. coordinate and close contracts with the backend team",No PPO Mentioned,Internshala
data-engineer,mobile app testing,sumanth aleti,Work from home,"₹ 1,000 - 8,000 /month",3 Months,software testing,"are you passionate about mobile apps and software testing? join us as a mobile app testing intern for app ! as part of our dynamic team, you will have the opportunity to work on cutting-edge mobile applications and gain valuable hands-on experience in the software testing field. please note this is an internship to teach about app development and qa



1. conducting thorough testing of mobile applications to identify bugs and defects.
2. developing and executing test cases to ensure the functionality and usability of the app.
3. collaborating with developers and designers to troubleshoot issues and improve app performance.
4. providing detailed reports on testing results and recommendations for enhancements.
5. contributing to the overall success of the company by delivering high-quality, bug-free mobile apps.",No PPO Mentioned,Internshala
data-engineer,mobile app development,yantron technology private limited,Work from home,"₹ 2,000 - 5,000 /month",3 Months,"microsoft azure, react, react native, ios, android, firebase, spring boot","1. architecture & system design
2. backend engineering (java-centric
3. frontend engineering (react) + mobile
4. cloud, ci/cd, docker & kubernetes 
5. observability & feature-level monitoring
6. quality, performance & scale",No PPO Mentioned,Internshala
data-engineer,full stack development,autom8ai,Aligarh,"₹ 10,000 - 12,000 /month",4 Months,"data structures, postgresql, react, rest api, oauth, typescript, next.js","1. design and build full-stack features across our next.js frontend and node.js backend.
2. write clean, typed typescript across the entire stack.
3. design and maintain postgresql schemas using prisma orm.
4. build and maintain trpc apis and server-side logic.
5. integrate third-party apis and oauth flows (google, gmail, linkedin, etc.).
6. work with background jobs, scheduled workflows, and event-driven execution.
7. contribute to system design decisions including queue architecture, scheduling, and data modeling.
8. debug production issues and own fixes end to end.",No PPO Mentioned,Internshala
data-engineer,full stack development,mezenga holidays,Work from home,"₹ 4,000 - 5,000 /month",3 Months,"mongodb, node.js, react","1. add features in our saas platform.
2. understanding the requirement and building features.
3. work with the team and fix bugs if any.",No PPO Mentioned,Internshala
data-engineer,reactjs development,odisoft technology private limited,Work from home,"₹ 10,000 - 20,000 /month",6 Months,"javascript, react, react native, redux","we are seeking a dynamic reactjs development intern to join our team at odisoft technology private limited. if you are passionate about react, react native, javascript, and redux, this is the perfect opportunity for you to gain hands-on experience and grow your skills in a supportive and innovative environment.



1. collaborate with the development team to build and maintain high-quality web and mobile applications using react.
2. assist in designing and implementing user interfaces that are responsive, user-friendly, and visually appealing.
3. work on optimizing application performance and ensuring a seamless user experience across different devices.
4. participate in code reviews, testing, and debugging to ensure the quality and stability of the applications.
5. stay updated on the latest trends and technologies in web development to contribute fresh ideas and insights to the team.
6. communicate effectively with team members and stakeholders to understand project requirements and deliver results on time.
7. take ownership of assigned tasks and proactively seek feedback to improve your skills and contribute to the success of the projects.",Job offer upto ₹ 12LPA post internship,Internshala
data-engineer,full stack development,divya sangam,Work from home,"₹ 5,000 - 10,000 /month",2 Months,"php, mysql, html, css, javascript, python, mongodb","1. work on frontend development using react or next.js to build user-facing features.
2. assist in backend development using node.js, php, or laravel.
3. contribute to building an online puja booking platform with a smooth user experience.
4. develop and maintain user and admin dashboards.
5. integrate payment gateway solutions for secure transactions.
6. implement whatsapp automation workflows for user engagement and notifications.
7. support crm and customer management system development and maintenance.
8. collaborate with the founding team to build and improve a live, production-ready product.",No PPO Mentioned,Internshala
